timestamp,elapsed_sec,ear,mar,perclos,pitch,fusion_score,blink_count,status,phone_detected
2026-07-30 14:38:19,8.09,0.2332,0.0407,75.0,166.78,0.225,11,NORMAL,False
2026-07-30 14:38:19,8.13,0.2297,0.0283,75.0,166.34,0.225,11,NORMAL,False
2026-07-30 14:38:19,8.18,0.2245,0.0057,74.17,164.65,0.223,11,NORMAL,False
2026-07-30 14:38:19,8.3,0.2339,0.0246,74.79,163.75,0.224,11,NORMAL,False
2026-07-30 14:38:19,8.35,0.2234,0.0043,73.95,162.59,0.222,11,NORMAL,False
2026-07-30 14:38:19,8.4,0.2469,0.0059,73.95,162.64,0.222,11,NORMAL,False
2026-07-30 14:38:19,8.51,0.2369,0.0063,73.33,164.5,0.22,11,NORMAL,False
2026-07-30 14:38:19,8.57,0.2283,0.0213,72.73,163.34,0.218,11,NORMAL,False
2026-07-30 14:38:20,8.62,0.2177,0.0097,71.9,162.35,0.216,11,NORMAL,False
2026-07-30 14:38:20,8.75,0.0553,0.0032,71.67,161.42,0.242,11,NORMAL,False
2026-07-30 14:38:20,8.92,0.0737,0.0061,71.19,163.25,0.267,11,NORMAL,False
2026-07-30 14:38:20,8.96,0.0659,0.0063,71.19,162.61,0.294,11,NORMAL,False
2026-07-30 14:38:20,9.09,0.1365,0.0036,70.94,157.01,0.319,11,NORMAL,False
2026-07-30 14:38:20,9.13,0.1534,0.0282,70.09,160.97,0.21,12,NORMAL,False
2026-07-30 14:38:20,9.18,0.1029,0.0172,70.34,158.16,0.238,12,NORMAL,False
2026-07-30 14:38:20,9.28,0.0799,0.0049,71.19,161.14,0.267,12,NORMAL,False
2026-07-30 14:38:20,9.32,0.1047,0.0048,71.43,161.02,0.294,12,NORMAL,False
2026-07-30 14:38:20,9.37,0.0846,0.0062,71.67,161.95,0.322,12,NORMAL,False
2026-07-30 14:38:20,9.45,0.0996,0.0074,73.11,159.27,0.353,12,NORMAL,False
2026-07-30 14:38:20,9.49,0.0723,0.005,73.11,160.66,0.379,12,NORMAL,False
2026-07-30 14:38:21,9.64,0.0875,0.011,72.88,156.25,0.405,12,NORMAL,False
2026-07-30 14:38:21,9.82,0.1176,0.0116,72.41,156.42,0.431,12,NORMAL,False
