timestamp,elapsed_sec,ear,mar,perclos,pitch,fusion_score,severity,blink_count,phone_detected,ground_truth
2026-08-18 22:40:06,9.75,0.4115,0.0384,0.0,-68.45,0.0,NORMAL,0,False,0
2026-08-18 22:40:07,10.34,0.4639,0.0615,0.0,-74.08,0.169,NORMAL,0,False,0
2026-08-18 22:40:08,11.54,0.4645,0.0842,0.0,-70.09,0.2,NORMAL,0,False,0
2026-08-18 22:40:11,13.95,0.4789,0.0586,0.0,-33.43,0.2,NORMAL,0,False,0
2026-08-18 22:40:11,14.03,0.3403,0.0183,20.0,73.42,0.06,NORMAL,0,False,0
2026-08-18 22:40:11,14.65,0.3803,0.0269,33.33,-68.19,0.5,DROWSY,0,False,0
2026-08-18 22:40:13,16.01,0.3648,0.0254,42.86,-71.74,0.729,DROWSY,0,False,0
2026-08-18 22:40:14,16.81,0.4301,0.0439,37.5,-73.83,0.312,MILD FATIGUE,1,False,0
2026-08-18 22:40:14,17.45,0.451,0.0534,33.33,-74.1,0.3,MILD FATIGUE,1,False,0
2026-08-18 22:40:16,19.67,0.4351,0.0449,30.0,-72.84,0.29,NORMAL,1,False,0
2026-08-18 22:40:16,19.7,0.3492,0.0508,36.36,73.14,0.109,NORMAL,1,False,0
2026-08-18 22:40:16,19.74,0.3907,0.1455,33.33,-66.04,0.1,NORMAL,1,False,0
2026-08-18 22:40:17,19.8,0.3376,0.0322,38.46,73.09,0.115,NORMAL,1,False,0
2026-08-18 22:40:17,20.68,0.4173,0.0847,35.71,-73.53,0.107,NORMAL,1,False,0
2026-08-18 22:40:18,20.88,0.4436,0.0523,33.33,-74.4,0.156,NORMAL,1,False,0
2026-08-18 22:40:20,23.21,0.4172,0.0634,31.25,-71.5,0.294,NORMAL,1,False,0
2026-08-18 22:40:20,23.27,0.4478,0.0355,29.41,-74.49,0.288,NORMAL,1,False,0
2026-08-18 22:40:20,23.38,0.3689,0.065,33.33,73.37,0.1,NORMAL,1,False,0
2026-08-18 22:40:21,23.87,0.4668,0.0441,31.58,-74.94,0.095,NORMAL,1,False,0
2026-08-18 22:40:22,24.81,0.3966,0.0894,30.0,-74.2,0.29,NORMAL,1,False,0
2026-08-18 22:40:22,24.87,0.3802,0.0309,33.33,13.59,0.1,NORMAL,1,False,0
2026-08-18 22:40:22,25.47,0.4537,0.0657,31.82,-72.32,0.095,NORMAL,1,False,0
2026-08-18 22:40:23,26.07,0.4565,0.093,30.43,-76.33,0.264,NORMAL,1,False,0
2026-08-18 22:40:23,26.14,0.47,0.1341,29.17,-73.94,0.279,NORMAL,1,False,0
2026-08-18 22:40:23,26.2,0.3528,0.0486,32.0,73.38,0.096,NORMAL,1,False,0
2026-08-18 22:40:23,26.26,0.4157,0.1011,30.77,-76.32,0.092,NORMAL,1,False,0
2026-08-18 22:40:23,26.34,0.3941,0.0343,29.63,-76.13,0.112,NORMAL,1,False,0
2026-08-18 22:40:23,26.6,0.3268,0.0743,32.14,-72.76,0.193,NORMAL,1,False,0
2026-08-18 22:40:23,26.66,0.392,0.1302,31.03,-29.46,0.208,NORMAL,1,False,0
2026-08-18 22:40:23,26.74,0.2768,0.0582,33.33,73.08,0.1,NORMAL,1,False,0
2026-08-18 22:40:24,26.81,0.343,0.0229,35.48,-74.77,0.158,NORMAL,1,False,0
2026-08-18 22:40:24,26.87,0.3225,0.0475,37.5,-72.28,0.232,NORMAL,1,False,0
2026-08-18 22:40:24,26.93,0.2877,0.0913,39.39,-72.62,0.308,MILD FATIGUE,1,False,0
2026-08-18 22:40:24,27.0,0.374,0.0866,41.18,73.04,0.33,MILD FATIGUE,1,False,0
2026-08-18 22:40:24,27.06,0.3109,0.0402,42.86,-71.27,0.385,MILD FATIGUE,1,False,0
2026-08-18 22:40:24,27.14,0.3215,0.0469,44.44,-73.45,0.475,MILD FATIGUE,1,False,0
2026-08-18 22:40:24,27.46,0.3856,0.0461,45.95,-70.86,0.653,DROWSY,1,False,0
2026-08-18 22:40:24,27.61,0.3979,0.1067,44.74,-76.31,0.291,NORMAL,2,False,0
2026-08-18 22:40:24,27.67,0.3134,0.1712,46.15,-78.33,0.312,MILD FATIGUE,2,False,0
2026-08-18 22:40:24,27.73,0.3909,0.0522,45.0,-37.42,0.327,MILD FATIGUE,2,False,0
2026-08-18 22:40:24,27.79,0.3392,0.0812,46.34,73.68,0.139,NORMAL,2,False,0
2026-08-18 22:40:25,27.86,0.3878,0.104,45.24,73.38,0.136,NORMAL,2,False,0
2026-08-18 22:40:25,27.94,0.3302,0.0935,46.51,73.27,0.14,NORMAL,2,False,0
2026-08-18 22:40:25,28.0,0.3512,0.0138,47.73,-72.53,0.194,NORMAL,2,False,0
2026-08-18 22:40:25,28.26,0.3722,0.1142,48.89,-70.83,0.476,MILD FATIGUE,2,False,0
2026-08-18 22:40:25,28.4,0.5334,0.1636,47.83,-76.21,0.258,NORMAL,3,False,0
2026-08-18 22:40:26,28.81,0.5018,0.1141,46.81,-75.44,0.34,MILD FATIGUE,3,False,0
2026-08-18 22:40:26,28.87,0.4843,0.1551,45.83,-77.34,0.338,MILD FATIGUE,3,False,0
2026-08-18 22:40:26,28.94,0.3502,0.0699,46.94,73.41,0.141,NORMAL,3,False,0
2026-08-18 22:40:26,29.0,0.3693,0.0234,48.0,-72.54,0.194,NORMAL,3,False,0
2026-08-18 22:40:26,29.06,0.3392,0.0411,49.02,73.46,0.248,NORMAL,3,False,0
2026-08-18 22:40:26,29.13,0.3208,0.0218,50.0,73.38,0.302,MILD FATIGUE,3,False,0
2026-08-18 22:40:27,30.53,0.4192,0.0009,49.06,-71.89,0.147,NORMAL,4,False,0
2026-08-18 22:40:27,30.73,0.3804,0.0279,50.0,-72.03,0.206,NORMAL,4,False,0
2026-08-18 22:40:28,30.8,0.3997,0.011,49.09,-73.77,0.225,NORMAL,4,False,0
2026-08-18 22:40:28,30.87,0.2558,0.1704,50.0,73.68,0.15,NORMAL,4,False,0
2026-08-18 22:40:28,30.93,0.2685,0.1688,50.88,73.41,0.206,NORMAL,4,False,0
2026-08-18 22:40:28,31.06,0.3234,0.0333,51.72,-37.91,0.312,MILD FATIGUE,4,False,0
2026-08-18 22:40:28,31.13,0.3635,0.05,52.54,-26.9,0.383,MILD FATIGUE,4,False,0
2026-08-18 22:40:28,31.21,0.3542,0.0758,53.33,73.65,0.43,MILD FATIGUE,4,False,0
2026-08-18 22:40:28,31.34,0.3168,0.042,54.1,-73.78,0.537,DROWSY,4,False,0
2026-08-18 22:40:28,31.46,0.3157,0.0247,54.84,-68.46,0.601,DROWSY,4,False,0
2026-08-18 22:40:28,31.53,0.3124,0.0449,55.56,-71.73,0.621,DROWSY,4,False,0
2026-08-18 22:40:28,31.6,0.2823,0.0055,56.25,72.68,0.569,DROWSY,4,False,0
2026-08-18 22:40:28,31.73,0.3686,0.0508,56.92,-70.53,0.571,DROWSY,4,False,0
2026-08-18 22:40:29,31.8,0.3419,0.0365,57.58,-72.33,0.591,DROWSY,4,False,0
2026-08-18 22:40:29,31.86,0.3221,0.1364,58.21,-71.45,0.611,DROWSY,4,False,0
2026-08-18 22:40:29,31.92,0.3166,0.1694,58.82,73.16,0.576,DROWSY,4,False,0
2026-08-18 22:40:29,32.0,0.3308,0.0437,59.42,-72.27,0.578,DROWSY,4,False,0
